"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Ube2h",1,2,2,5,1,5,3,5,3,6,5,4,4,2,1,6,3,3
"Ube2i",3,3,4,5,3,7,6,7,7,5,6,3,7,2,2,8,4,2
"Ube2j1",0,3,2,6,2,6,2,8,6,8,8,2,6,0,2,6,3,4
"Ube2j2",1,1,3,4,1,5,3,8,8,8,8,3,8,1,1,7,5,3
"Ube2k",3,4,6,5,4,8,5,7,8,7,8,6,8,5,5,10,5,5
"Ube2l3",0,0,1,1,0,1,1,1,2,3,3,1,1,1,0,1,1,0
"Ube2l6",0,1,1,0,0,0,1,2,0,3,2,1,0,0,0,2,0,0
"Ube2m",1,4,2,5,2,5,3,6,5,5,5,2,5,3,0,5,2,4
"Ube2n",1,1,2,3,1,3,3,3,2,2,3,2,4,2,1,3,2,2
"Ube2o",0,1,2,4,1,5,2,8,7,7,13,1,6,1,1,10,1,2
"Ube2q1",2,4,5,7,1,8,7,10,10,9,10,2,11,3,2,11,5,4
"Ube2q2",2,6,4,10,3,11,5,13,11,14,12,4,12,3,3,12,7,6
"Ube2ql1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ube2r2",2,3,2,4,4,4,4,4,4,4,5,1,4,2,2,4,4,3
"Ube2s",0,3,3,4,1,4,3,4,3,3,5,1,4,1,0,3,2,2
"Ube2t",0,0,0,0,1,1,0,2,3,3,2,0,2,0,0,2,0,0
"Ube2u",1,3,4,9,1,8,4,8,9,9,10,2,9,2,0,10,3,2
"Ube2v1",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Ube2v2",1,0,0,0,0,2,2,1,1,2,2,0,2,0,0,1,1,1
"Ube2w",4,5,3,6,1,5,3,6,5,7,6,3,6,3,1,6,3,3
"Ube2z",1,3,4,5,3,5,5,6,7,6,6,2,7,2,0,6,3,3
"Ube3a",10,12,14,18,10,16,13,16,18,17,17,13,17,11,9,19,13,13
"Ube3b",2,8,8,19,5,22,14,24,20,26,29,8,24,3,4,23,17,8
"Ube3c",3,11,14,16,6,18,14,23,22,23,20,5,21,7,3,21,9,9
"Ube4a",8,16,13,17,9,24,16,28,27,26,24,14,24,7,6,27,17,16
"Ube4b",4,11,7,17,4,23,13,25,26,24,26,9,25,3,4,24,14,11
"Ubfd1",3,4,4,3,2,6,4,5,6,7,6,2,6,3,0,7,4,6
"Ubiad1",0,0,0,1,0,2,1,2,2,2,2,0,1,0,0,1,0,0
"Ubl3",3,5,4,4,1,4,4,6,5,6,5,4,4,4,4,5,4,4
"Ubl4a",1,3,2,3,2,4,2,5,4,3,3,1,3,1,1,5,2,1
"Ubl5",5,4,5,5,4,6,6,6,8,8,7,4,8,5,3,8,6,4
"Ubl7",4,3,4,8,2,11,6,15,12,13,14,4,13,1,2,10,7,5
"Ublcp1",1,4,4,7,2,7,6,8,8,8,7,7,8,2,2,8,6,6
"Ubn1",5,7,11,14,5,18,11,16,19,20,20,8,18,7,4,19,9,6
"Ubn2",8,13,15,17,12,20,13,22,21,21,21,13,20,11,8,25,16,12
"Ubox5",0,2,0,1,0,4,1,3,2,3,2,1,3,0,0,3,2,1
"Ubp1",8,11,10,13,6,17,12,16,17,20,17,9,17,7,4,17,13,11
"Ubqln1",1,3,5,7,2,7,6,10,10,9,11,6,9,4,1,10,5,5
"Ubqln4",1,3,2,6,1,9,4,9,8,7,10,0,9,1,3,10,2,1
"Ubr1",7,26,23,33,8,44,27,46,43,46,46,14,44,9,6,43,26,18
"Ubr2",16,26,27,40,10,44,33,46,43,49,45,23,46,15,11,44,34,28
"Ubr3",13,28,27,35,12,38,30,41,42,38,42,21,43,22,14,40,26,25
"Ubr4",24,47,53,83,26,88,60,106,98,103,106,37,103,26,16,105,59,50
"Ubr5",23,45,49,53,27,60,51,63,61,61,61,43,61,33,21,60,52,43
"Ubr7",3,3,6,7,2,9,7,10,9,9,10,4,8,3,0,8,4,3
"Ubtd1",0,0,1,1,0,1,0,1,2,2,2,0,1,0,0,1,1,0
"Ubtd2",0,0,0,1,0,0,2,2,1,1,2,0,1,0,0,0,0,1
"Ubtf",9,12,13,21,6,23,17,23,23,23,23,12,24,7,9,22,16,15
"Ubxn1",5,8,8,8,4,9,9,9,9,8,9,7,9,5,7,9,8,8
"Ubxn10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Ubxn11",0,0,0,4,1,2,1,5,6,3,8,1,4,0,1,4,1,1
"Ubxn2a",3,5,5,7,5,8,7,7,8,7,7,6,7,5,4,7,6,6
"Ubxn2b",1,3,3,6,1,6,3,7,6,7,6,1,7,1,1,7,4,4
"Ubxn4",7,11,13,13,7,15,11,15,15,13,14,9,13,10,9,13,14,10
"Ubxn6",4,7,7,9,2,10,8,10,9,9,10,5,10,4,4,10,8,7
"Ubxn7",3,9,5,9,4,10,7,10,10,10,10,4,11,0,3,10,7,4
"Ubxn8",2,2,2,5,1,5,7,6,5,5,7,4,6,2,0,7,2,3
"Uchl1",1,2,1,2,0,5,1,2,3,4,4,0,5,0,0,3,1,1
"Uchl3",3,6,4,6,3,7,4,8,7,9,7,4,8,3,3,11,5,4
"Uchl5",4,10,7,10,2,12,9,13,13,13,13,6,13,3,1,12,8,9
"Uck1",0,3,2,3,0,5,5,6,5,6,6,0,5,1,0,5,1,5
"Uck2",0,1,3,1,0,1,2,4,4,3,4,1,1,1,0,4,0,1
"Uckl1",3,7,5,11,4,13,10,13,14,14,11,6,11,1,4,14,6,6
"Ucp1",1,0,0,0,0,1,1,3,2,3,2,0,2,0,0,2,0,0
"Ucp2",0,4,2,5,1,7,4,7,6,7,7,3,8,2,1,7,5,4
"Ucp3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Uevld",1,6,4,8,2,6,2,9,9,9,8,3,10,2,2,10,2,2
"Ufc1",2,4,4,6,2,6,7,6,6,7,7,5,7,3,2,6,4,4
"Ufd1",5,7,9,12,3,12,8,12,12,12,12,4,12,2,6,12,9,9
"Ufl1",7,10,11,13,4,17,12,17,17,18,18,7,19,6,4,17,10,6
"Ufm1",3,4,3,5,2,5,5,5,5,5,5,4,5,2,4,5,5,4
"Ufsp2",7,8,7,10,7,10,6,14,13,13,13,9,14,5,5,14,11,8
"Ugcg",0,0,1,6,2,4,4,6,6,8,5,3,4,2,1,4,4,3
"Ugdh",4,6,6,9,2,10,8,9,10,9,10,4,10,5,3,10,6,3
"Uggt1",7,10,8,24,3,26,16,34,27,34,36,6,34,7,6,34,13,16
"Uggt2",7,7,8,20,2,22,15,28,22,26,31,5,26,6,4,25,14,10
"Ugp2",5,8,7,9,4,11,9,10,10,9,11,6,10,6,5,10,8,6
"Ugt1a10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ugt1a6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ugt2a3",0,1,0,1,0,1,0,2,2,2,2,0,1,0,0,2,0,0
"Ugt2b34",0,0,0,2,0,3,0,2,4,3,4,0,3,0,0,4,0,0
"Ugt2b36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ugt2b37",3,4,5,5,3,5,4,5,5,5,5,4,5,4,4,5,5,4
"Ugt2b38",5,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5
"Ugt2b5",2,2,2,4,0,3,3,5,4,4,3,0,5,3,2,5,2,1
"Ugt3a1",1,4,5,8,2,7,4,7,8,9,8,4,7,3,2,9,5,2
"Ugt3a2",2,5,6,6,4,7,7,6,8,6,8,4,7,4,3,6,7,5
"Ugt8a",3,3,3,5,3,5,3,5,5,5,5,1,5,1,2,5,5,2
"Uhmk1",3,5,4,5,2,7,6,7,8,7,7,4,7,5,3,8,7,2
"Uhrf1",0,0,0,0,0,2,0,3,0,2,5,0,2,0,0,2,1,0
"Uhrf1bp1",1,2,2,5,0,8,4,8,13,12,11,2,11,2,0,9,0,3
"Uhrf1bp1l",11,18,16,21,9,23,20,24,23,23,24,17,23,12,4,23,19,17
"Uhrf2",4,6,6,12,2,13,7,15,14,16,19,4,16,3,2,16,7,6
"Uimc1",6,6,5,12,3,11,8,14,14,13,15,6,15,3,1,15,10,6
"Ulbp1",0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
"Ulk1",1,8,3,13,1,16,6,24,20,17,22,6,21,3,1,19,4,4
"Ulk2",3,8,10,16,4,17,11,23,23,21,26,8,24,3,2,17,9,9
"Ulk3",1,4,3,6,0,8,4,10,8,13,11,1,9,1,0,11,3,0
"Ulk4",0,3,1,5,2,13,7,16,13,15,16,1,14,2,2,18,3,2
"Umod",8,10,10,11,8,11,11,11,12,12,11,8,13,10,7,12,10,10
"Umps",1,1,1,2,1,4,3,5,4,6,7,1,5,0,1,4,2,2
"Unc119",0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,2,0,0
"Unc119b",1,1,0,3,3,4,1,4,4,4,4,1,4,0,1,3,2,1
"Unc13a",0,2,0,0,0,2,0,4,4,6,5,0,2,0,0,2,2,0
"Unc13b",1,6,1,8,3,14,7,27,11,24,25,2,18,1,2,17,9,3
"Unc13c",1,3,1,9,0,9,6,10,12,14,14,2,14,1,1,17,6,1
"Unc13d",0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0
"Unc45a",0,4,4,7,1,11,3,14,10,16,19,1,11,2,1,13,4,3
"Unc45b",0,1,1,3,0,4,1,5,4,7,7,0,6,1,0,3,1,0
"Unc50",1,3,1,4,1,5,4,7,6,7,7,4,7,2,1,6,4,4
"Unc5a",0,0,0,0,0,0,0,2,2,2,3,0,1,0,0,0,1,0
"Unc5b",0,0,0,0,0,2,0,6,2,6,6,0,5,0,0,4,0,0
"Unc5c",0,2,1,3,0,3,1,8,7,7,7,2,7,0,1,8,2,0
"Unc5cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Unc5d",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Unc79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Unc80",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Unc93a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unc93b1",0,2,0,5,0,5,2,8,7,6,8,2,8,1,0,9,0,2
"Uncx",0,1,0,0,0,0,1,2,1,1,2,0,0,0,0,1,1,0
"Ung",0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0
"Unk",2,2,4,5,0,9,3,9,10,11,12,4,13,1,1,10,6,3
"Unkl",4,1,3,6,0,10,6,11,9,11,13,1,12,1,0,11,3,4
"Uox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Upb1",3,5,5,9,4,9,7,10,9,12,12,5,11,5,4,10,5,6
"Upf1",2,8,7,16,4,18,7,20,21,19,21,2,19,5,4,21,12,6
"Upf2",6,14,12,14,5,19,12,21,19,20,21,8,18,3,5,21,9,10
"Upf3a",4,5,5,8,1,8,6,9,9,7,8,3,8,4,4,8,5,6
"Upf3b",8,9,8,11,6,10,8,11,11,12,11,9,10,9,7,11,9,8
"Upk1a",0,0,0,1,0,0,2,1,2,3,4,0,4,0,0,4,1,1
"Upk1b",1,1,0,2,1,2,1,6,4,6,3,2,2,1,0,5,0,0
"Upk2",0,1,0,1,0,2,1,4,2,2,3,0,3,0,0,3,0,0
"Upk3a",1,2,1,2,0,2,2,4,2,3,4,1,2,2,1,4,1,1
"Upk3b",0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,1,1,0
"Upk3bl",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Upp1",2,2,2,3,2,5,2,4,8,5,7,3,6,2,1,4,2,3
"Upp2",1,3,2,7,3,10,6,9,9,10,12,2,11,0,0,10,5,2
"Uprt",0,2,1,2,1,5,1,4,4,6,4,1,6,0,1,7,2,2
"Uqcc1",2,3,3,8,3,10,4,9,8,10,11,4,10,2,2,10,4,6
"Uqcc2",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Uqcc3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Uqcr10",3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
"Uqcr11",3,3,3,4,3,3,3,3,4,4,4,2,3,2,3,3,3,3
"Uqcrb",3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
"Uqcrc1",6,8,7,13,5,12,7,12,12,11,12,7,11,8,6,12,11,8
"Uqcrc2",5,12,10,13,4,13,11,13,13,14,14,9,13,6,6,13,13,9
"Uqcrfs1",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Uqcrh",4,5,3,6,3,7,5,7,5,6,7,5,5,3,5,7,4,3
"Uqcrq",4,3,3,3,2,4,3,5,4,5,4,3,4,3,3,3,3,3
"Urah",0,0,1,1,0,1,1,1,2,1,1,0,2,0,0,2,1,0
"Urb1",2,5,6,11,2,10,5,19,19,16,24,2,18,2,3,19,7,6
"Urb2",0,1,1,2,0,5,2,6,3,3,7,0,4,0,0,5,1,1
"Urgcp",1,1,1,2,1,3,2,6,4,5,4,1,3,0,0,4,2,1
"Uri1",3,6,10,11,0,10,9,11,11,11,12,5,10,3,2,12,7,8
"Urm1",1,1,2,3,0,3,1,4,5,5,4,2,4,2,1,3,2,3
"Uroc1",2,5,6,11,2,14,9,11,14,15,16,4,14,3,0,13,2,4
"Urod",2,4,5,6,2,8,6,9,6,7,8,5,7,2,2,7,3,3
"Uros",1,2,3,6,0,5,3,9,9,7,8,2,9,1,1,9,5,6
"Usb1",0,1,0,1,0,3,3,5,4,4,4,0,3,1,0,4,0,0
"Use1",2,5,5,6,1,4,6,7,6,7,7,2,8,4,4,6,3,4
"Usf1",0,1,1,4,0,4,2,4,7,6,10,0,6,0,0,7,3,2
"Usf2",1,5,5,9,3,10,5,9,9,8,10,3,9,3,1,9,5,2
"Usf3",4,5,4,8,3,8,5,8,7,10,8,4,7,5,2,7,5,5
"Ush1c",3,8,11,18,3,21,12,21,21,21,22,7,22,6,3,24,13,13
"Ush2a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ushbp1",2,2,5,10,1,10,6,11,9,11,11,3,13,4,2,9,6,3
"Uso1",13,14,13,19,5,23,20,23,22,24,24,12,24,8,4,22,17,10
"Usp1",2,6,7,8,3,10,5,10,9,10,11,5,10,4,3,10,5,7
"Usp10",4,7,9,10,2,14,8,14,14,13,15,8,12,4,3,14,7,7
"Usp11",0,0,2,4,0,6,2,12,12,10,10,0,11,0,2,7,0,1
"Usp12",2,5,4,7,2,7,5,9,8,7,8,3,9,3,4,9,4,4
"Usp13",1,2,0,3,0,2,0,6,2,5,5,0,3,0,0,4,1,1
"Usp14",6,6,7,10,6,15,9,14,15,15,16,8,17,6,5,14,6,7
"Usp15",14,17,15,21,7,25,16,25,25,24,26,13,23,12,7,24,18,14
"Usp16",12,11,15,17,10,19,16,19,20,19,19,11,19,11,6,19,17,12
"Usp18",2,0,0,5,1,8,1,6,5,6,7,3,7,1,0,6,1,2
"Usp19",6,15,14,27,5,26,19,30,29,29,32,8,27,5,1,28,19,11
"Usp2",6,7,10,10,3,14,9,12,11,12,13,7,11,6,5,12,10,5
"Usp20",2,3,5,14,3,13,10,19,18,22,22,11,19,6,4,23,11,8
"Usp21",3,4,2,8,3,8,4,9,9,10,10,5,11,3,2,10,3,3
"Usp22",2,5,4,8,1,10,7,11,11,11,9,2,10,3,2,10,6,4
"Usp24",24,43,32,64,17,65,54,66,67,67,68,38,67,32,19,66,46,46
"Usp25",11,14,15,20,7,21,16,22,22,22,25,11,25,9,4,21,15,17
"Usp27x",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Usp28",1,3,3,11,0,14,5,16,11,14,17,2,14,4,0,14,7,3
"Usp29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Usp3",8,9,13,15,5,15,13,18,17,15,16,10,16,5,4,18,13,10
"Usp30",0,2,0,3,0,7,0,4,5,5,3,1,4,0,0,2,1,1
"Usp31",0,1,2,4,0,10,4,9,8,9,10,0,10,0,0,9,4,0
"Usp32",5,18,16,27,3,30,18,35,31,35,34,11,33,7,5,34,17,16
"Usp33",10,13,17,23,5,28,18,24,26,26,27,11,26,12,6,25,12,18
"Usp34",22,44,48,70,21,79,59,83,80,84,84,44,80,34,23,83,48,43
"Usp35",0,0,0,1,0,0,0,3,1,1,0,0,3,0,0,1,0,0
"Usp36",4,4,5,11,0,14,7,14,12,15,17,5,16,1,1,15,7,5
"Usp37",3,11,10,18,2,21,15,22,23,26,25,9,22,6,4,26,10,11
"Usp38",2,2,2,7,1,7,6,9,8,9,8,1,9,1,0,8,4,4
"Usp39",1,8,4,8,0,10,5,9,8,10,11,5,12,2,0,8,4,7
"Usp4",5,8,6,16,0,14,7,20,17,19,21,8,20,5,1,20,9,8
"Usp40",8,15,10,25,3,28,20,30,31,29,31,11,29,8,6,32,14,14
"Usp42",3,5,2,9,0,10,6,11,12,14,13,2,10,1,2,11,3,8
"Usp43",0,1,1,2,0,4,3,4,4,4,8,1,6,1,0,4,1,0
"Usp44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Usp45",6,5,8,11,4,13,12,19,14,16,15,6,17,8,3,15,10,9
"Usp46",5,4,6,9,2,6,6,8,7,8,8,4,8,4,4,9,3,4
"Usp47",10,15,18,24,11,26,21,30,28,29,30,17,29,8,7,29,18,15
"Usp48",8,19,19,25,9,28,21,30,32,32,33,15,28,12,5,35,20,20
"Usp5",5,5,8,9,2,15,10,18,17,18,21,0,19,4,2,18,7,3
"Usp50",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Usp53",4,8,7,15,6,15,11,18,17,17,20,10,16,4,7,17,10,7
"Usp54",4,6,6,13,0,17,7,16,16,19,19,3,17,5,1,15,5,3
"Usp6nl",0,8,5,10,3,10,5,13,14,12,14,5,13,3,1,13,7,4
"Usp7",10,19,20,30,7,29,26,32,32,32,32,18,32,15,10,33,24,20
"Usp8",6,13,15,19,9,18,17,20,19,21,20,13,20,12,8,19,14,13
"Usp9x",16,29,31,41,14,44,40,45,45,44,44,21,45,21,12,43,34,30
"Uspl1",4,3,4,8,3,10,5,12,11,11,12,1,11,3,2,11,6,5
"Ust",0,1,0,2,1,2,0,4,1,3,3,0,0,0,0,2,0,1
"Utp11",6,3,6,7,4,7,6,7,7,7,7,5,7,5,2,7,6,3
"Utp14a",4,4,5,12,3,13,8,14,11,14,14,5,11,3,3,14,7,4
"Utp15",1,3,4,7,3,10,7,11,10,10,11,3,10,3,3,11,3,5
"Utp18",4,7,5,10,2,10,8,12,12,12,12,4,12,4,2,11,7,6
"Utp20",10,19,23,50,6,50,32,55,57,54,58,18,59,14,7,58,32,27
"Utp23",0,1,1,2,1,2,1,1,2,1,2,0,2,1,0,2,1,1
"Utp25",2,1,3,8,2,8,3,11,8,9,13,1,9,2,1,9,1,4
"Utp4",4,5,8,6,3,12,5,13,13,12,14,4,13,4,0,10,6,4
"Utp6",1,5,8,10,2,14,6,15,16,17,18,4,15,4,4,15,11,8
"Utrn",22,43,45,66,24,74,52,77,76,74,73,49,73,26,21,75,52,42
"Uty",5,21,22,31,13,30,26,34,36,35,37,17,34,12,10,43,23,17
"Uvrag",8,8,8,12,4,15,13,16,15,16,16,7,13,6,4,15,7,8
"Uvssa",1,5,4,6,2,9,6,12,10,12,12,1,11,1,3,9,4,2
"Uxs1",2,5,3,5,2,10,6,11,10,13,13,1,9,1,1,8,7,4
"Uxt",2,5,4,7,2,5,5,7,6,7,7,2,7,3,2,8,4,4
"Vac14",1,4,4,9,1,11,6,10,14,16,13,2,13,3,3,13,4,3
"Vamp1",1,0,3,3,0,3,3,5,4,3,3,2,3,1,1,3,2,2
"Vamp2",3,4,3,4,2,4,3,4,4,4,4,3,4,3,1,4,4,4
"Vamp3",0,2,4,4,0,4,3,4,4,4,4,2,4,2,0,4,4,0
"Vamp4",2,3,5,7,2,8,7,7,7,7,8,3,7,4,3,8,5,3
"Vamp5",1,1,2,3,1,3,1,4,3,4,4,1,4,1,1,4,2,4
"Vamp8",2,2,1,2,0,2,1,2,2,2,2,1,2,1,1,2,2,1
"Vamp9",0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0
"Vangl1",0,2,2,3,0,8,2,6,6,6,8,1,6,2,1,5,4,1
"Vangl2",0,1,0,0,0,2,0,0,1,1,2,0,3,0,0,4,1,0
"Vapa",3,5,5,6,4,6,6,5,6,5,5,4,5,4,3,6,5,4
"Vapb",3,5,2,5,3,5,3,5,5,5,5,3,6,3,1,5,5,4
"Vars",3,7,8,11,4,10,9,17,18,16,17,6,16,4,1,15,7,5
"Vars2",2,6,2,9,2,9,6,13,8,11,15,3,9,2,2,12,5,5
"Vash1",0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
"Vash2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Vasp",1,3,3,7,1,9,4,12,11,10,12,3,10,1,0,10,7,4
"Vat1",0,1,1,0,0,3,0,4,3,4,5,1,5,0,0,3,0,0
"Vav1",0,0,1,2,0,2,0,3,5,5,2,1,6,0,1,2,1,0
"Vav2",2,4,2,10,0,11,6,15,15,13,21,5,17,3,2,15,4,3
"Vav3",2,7,6,17,2,14,10,23,18,19,20,3,20,0,1,21,9,9
"Vbp1",2,5,4,5,3,6,4,6,6,6,5,4,6,2,3,6,6,5
"Vcam1",0,3,0,7,2,7,3,9,8,7,9,0,7,1,0,9,3,4
"Vcan",0,0,0,1,0,1,0,1,2,3,4,1,3,0,0,2,0,0
"Vcl",7,10,12,18,8,17,13,24,16,19,21,7,19,7,2,20,11,12
"Vcp",5,13,9,12,5,13,13,13,13,13,13,9,13,8,5,13,11,9
"Vcpip1",0,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,0,1
"Vcpkmt",0,1,2,4,0,6,1,6,7,7,7,1,8,1,0,7,2,2
"Vdac1",7,8,8,8,7,9,8,8,8,8,8,8,8,8,6,8,8,8
"Vdac2",4,6,6,9,3,10,9,10,9,9,9,6,9,3,2,9,8,5
"Vdac3",4,5,3,5,0,5,5,6,5,6,6,3,5,3,2,6,4,3
"Vdr",2,6,4,7,1,9,5,9,8,11,10,4,10,3,2,11,6,8
"Vegfa",5,8,9,9,3,9,8,10,10,9,10,6,8,6,5,9,7,8
"Vegfb",2,4,4,6,1,7,5,8,5,7,8,4,8,1,2,7,5,5
"Vegfc",0,0,0,1,0,3,1,3,3,1,4,1,2,1,0,2,1,0
"Vegfd",1,1,0,3,1,4,2,5,3,4,5,2,5,0,0,4,2,2
"Veph1",7,7,7,12,4,15,11,14,15,13,13,8,12,6,5,15,8,9
"Vezf1",1,3,3,5,1,5,5,5,5,5,6,5,5,2,1,5,4,3
"Vezt",2,5,4,8,4,9,4,11,12,12,12,3,11,1,2,12,6,6
"Vgll3",0,0,0,2,0,0,0,1,2,1,4,0,1,0,0,3,0,0
"Vgll4",1,2,2,4,1,4,4,6,7,7,6,3,6,1,1,6,4,3
"Vhl",0,1,1,1,0,2,0,2,2,3,2,1,2,0,0,2,1,1
"Vil1",3,9,8,12,6,16,11,18,19,19,19,11,19,5,2,18,14,11
"Vill",8,13,11,18,4,21,16,20,20,20,21,10,19,7,5,22,14,10
"Vim",3,3,3,7,2,8,3,5,8,6,7,4,7,3,2,8,3,2
"Vinac1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vipas39",3,7,7,16,3,16,10,17,13,16,18,6,16,3,4,18,11,7
"Vipr1",0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Vipr2",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Virma",1,10,12,17,2,21,11,24,19,20,24,8,22,2,6,22,9,13
"Vit",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vkorc1l1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Vldlr",2,7,7,15,5,19,11,20,19,17,21,3,21,3,5,20,10,5
"Vma21",1,2,1,3,1,4,2,3,3,2,5,2,2,1,1,3,1,1
"Vmac",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Vmn1r184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r4",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"Vmn1r5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps158",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vmn2r1",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0
"Vmn2r29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r78",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vmn2r84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmo1",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"Vmp1",5,10,4,10,5,11,10,11,11,11,11,8,11,3,4,12,9,5
"Vnn1",1,4,3,6,2,5,3,6,7,6,6,2,7,3,0,6,3,3
"Vnn3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Vopp1",0,1,1,0,0,1,0,3,1,1,3,0,0,0,0,2,0,0
"Vpreb1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"Vpreb3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vps11",3,5,3,9,1,13,5,12,12,11,11,3,13,1,3,11,5,4
"Vps13a",28,52,43,62,19,66,50,76,74,72,75,40,70,23,21,74,49,41
"Vps13b",19,36,33,51,18,60,40,60,58,60,60,25,59,27,21,62,41,34
"Vps13c",17,33,29,54,11,66,43,65,72,71,78,21,72,16,9,70,36,33
"Vps13d",22,37,36,60,16,69,47,67,70,67,68,34,67,21,18,70,40,34
"Vps16",3,5,9,13,1,20,8,22,23,20,22,9,21,2,1,19,8,6
"Vps18",0,0,1,1,1,2,1,5,4,2,2,0,3,0,0,2,0,1
"Vps26a",1,3,5,7,0,8,7,8,9,8,8,4,7,2,3,8,4,6
"Vps26b",1,1,0,4,0,5,3,5,5,5,5,2,5,0,0,5,2,1
"Vps26c",1,0,0,4,1,2,3,6,6,6,6,3,5,0,0,5,3,0
"Vps28",4,6,4,5,2,7,6,8,6,7,9,3,6,3,4,6,5,4
"Vps29",2,3,3,3,1,4,2,5,5,4,6,3,6,2,2,5,2,4
"Vps33a",0,3,6,11,1,13,10,13,12,11,14,4,13,3,2,12,5,6
